BGGId,Name,AvgRating,NumUserRatings
161614,Stockpile,7.52519,5949
161866,Zombicide Season 3: Rue Morgue,7.54824,2537
161882,Irish Gauge,7.33808,2300
161936,Pandemic Legacy: Season 1,8.59678,44614
161970,Alchemists,7.67084,19424
162007,Steampunk Rally,7.20684,6087
162082,Deus,7.31325,7734
162286,Super Motherload,7.37858,3532
162886,Spirit Island,8.3583,31411
163068,Trickerion: Legends of Illusion,7.93155,7609
163154,Falling Sky: The Gallic Revolt Against Caesar,7.89101,1499
163166,One Night Ultimate Werewolf: Daybreak,7.35576,5163
163370,Carcassonne: Gold Rush,7.16322,1466
163412,Patchwork,7.64333,51443
163413,Murano,7.20297,2031
163474,V-Sabotage,7.76526,1353
163602,XCOM: The Board Game,7.04053,8195
163642,Chimera Station,7.30991,2325
163745,Star Wars: Armada,7.84452,4828
163805,Transatlantic,7.10153,1760
163839,Feudum,7.666,3037
163967,Tiny Epic Galaxies,7.36323,16949
163968,Elysium,7.22153,8865
164127,Carcassonne Big Box 5,7.91916,1889
164153,Star Wars: Imperial Assault,8.00025,21644
164265,Witness,7.28263,2478
164338,The Golden Ages,7.27714,2201
164928,Orléans,8.07585,24322
164949,"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD",7.65274,1818
165401,Wir sind das Volk!,7.83532,2143
165722,KLASK,7.63826,6677
165838,Space Hulk (Fourth Edition),7.96534,1638
165872,Liberty or Death: The American Insurrection,7.81889,1327
165948,Mangrovia,7.15488,1571
165986,Royals,7.16479,2428
166226,The Staufer Dynasty,7.15545,2178
166571,Tramways,7.42331,1375
166669,San Juan (Second Edition),7.49381,6298
166857,Antike II,7.48731,1360
167270,Medina (Second Edition),7.21736,1836
167355,Nemesis,8.38958,17109
167400,Ashes Reborn: Rise of the Phoenixborn,7.29556,5394
167513,Barony,7.08523,2448
167791,Terraforming Mars,8.41879,73093
168435,Between Two Cities,7.016,9946
168584,Love Letter: Batman,7.27134,5200
168917,Smash Up: Pretty Pretty Smash Up,7.26489,3322
168998,Marvel Dice Masters: Age of Ultron,7.25369,1336
169255,A Game of Thrones: The Card Game (Second Edition),7.55302,4427
169318,City of Spies: Estoril 1942,7.03788,1484
169416,Pathfinder Adventure Card Game: Wrath of the Righteous – Base Set,7.47087,1073
169426,Roll Player,7.51086,15369
169427,Middara: Unintentional Malum – Act 1,8.84724,1544
169611,Love Letter: The Hobbit – The Battle of the Five Armies,7.11025,1707
169786,Scythe,8.21978,63779
169794,Haspelknecht,7.25245,1782
170042,Raiders of the North Sea,7.77088,18031
170216,Blood Rage,7.99408,37118
170416,Vast: The Crystal Caverns,7.1561,6142
170561,Valeria: Card Kingdoms,7.45017,4476
170604,Renegade,7.78056,1109
170624,Crusaders: Thy Will Be Done,7.54361,2992
170771,Sword & Sorcery,7.99833,4050
171131,Captain Sonar,7.55487,17228
171273,FUSE,7.03886,7541
171499,Cacao,7.09691,9079
171623,The Voyages of Marco Polo,7.84242,21664
171662,Neanderthal,7.3281,1533
171668,The Grizzled,7.1786,12955
171669,Discoveries: The Journals of Lewis & Clark,7.06514,4583
171726,Project: ELITE,7.63438,1047
171879,Kraftwagen,7.26058,2303
171905,Orléans: Deluxe Edition,8.38276,1525
171908,El Grande Big Box,8.2402,2745
172047,The Others,7.36895,3541
172081,Burgle Bros.,7.51402,9070
172220,Dungeons & Dragons: Temple of Elemental Evil Board Game,7.40894,1799
172287,Champions of Midgard,7.76217,14474
172308,Broom Service,7.18252,8676
172385,Porta Nigra,7.18662,2085
172386,Mombasa,7.87597,11573
172503,Mage Wars Academy,7.19375,1196
172818,Above and Below,7.40429,13768
172931,Outfoxed!,7.18751,2849
172996,The King Is Dead,7.13983,1613
173064,Leaving Earth,7.78072,2535
173101,Council of 4,7.18179,2560
173156,Timeline Challenge,7.05613,1372
173346,7 Wonders Duel,8.1073,68294
173442,Empires: Age of Discovery,7.8749,2004
173761,Telestrations After Dark,7.08216,1206
174226,Arctic Scavengers: Base Game+HQ+Recon,7.27123,2539
174430,Gloomhaven,8.74997,47151
174570,Legendary Encounters: A Predator Deck Building Game,7.4553,2511
174785,Mare Nostrum: Empires,7.55858,3646
174837,Sol: Last Days of a Star,7.589,1013
175095,Dawn of the Zeds (Third Edition),8.19139,1920
175155,Forbidden Stars,7.96845,7958
175199,Mottainai,7.02919,3695
175223,Valley of the Kings: Afterlife,7.26465,1827
175239,Machi Koro: Deluxe Edition,7.05723,2273
175307,Love Letter: Adventure Time,7.23117,1671
175549,Salem 1692,7.04296,1689
175640,Vinhos Deluxe Edition,8.17908,4888
175914,Food Chain Magnate,8.1166,15197
176165,Dale of Merchants,7.2076,4347
176189,Zombicide: Black Plague,7.67154,13591
176371,Explorers of the North Sea,7.33381,2359
176396,Quadropolis,7.27047,11641
176494,Isle of Skye: From Chieftain to King,7.42063,21790
176544,Automania,7.3183,2258
176734,The Manhattan Project: Energy Empire,7.77857,5134
176920,Mission: Red Planet (Second Edition),7.44101,9495
177352,Carson City: Big Box,8.03986,1681
177478,IKI,7.72264,1394
177590,13 Days: The Cuban Missile Crisis,7.27871,4002
177639,Raptor,7.30664,8519
177678,Signorie,7.41845,2803
177736,A Feast for Odin,8.20167,19740
177802,Smash Up: It's Your Fault!,7.54117,1768
178336,World's Fair 1893,7.19659,3441
178900,Codenames,7.60087,73522
179172,Unfair,7.34287,3912
179275,One Deck Dungeon,7.03051,8929
179460,Stronghold: 2nd edition,7.48707,1526
179803,Arcadia Quest: Inferno,7.97258,2080
180040,Villages of Valeria,7.03907,2868
180263,The 7th Continent,8.05624,18615
180511,Shakespeare,7.43426,3984
180592,Steam Time,7.11558,1626
180593,The Bloody Inn,7.00491,6909
180680,Automobiles,7.2722,2976
180771,Teenage Mutant Ninja Turtles: Shadows of the Past,7.46947,1223
180899,Ponzi Scheme,7.18442,2478
180974,Potion Explosion,7.14524,15087
181279,Fury of Dracula (Third/Fourth Edition),7.49465,12351
181304,Mysterium,7.28537,34812
181521,Warhammer Quest: The Adventure Card Game,7.35034,5082
181524,Masmorra: Dungeons of Arcadia,7.05439,2555
181530,Runebound (Third Edition),7.48963,5323
181687,The Pursuit of Happiness,7.21131,4462
181796,The Prodigals Club,7.30144,2256
181819,Sorcerer,7.76628,1283
182028,Through the Ages: A New Story of Civilization,8.38861,25341
182134,Evolution: Climate,7.59429,6606
182340,Star Trek: Frontiers,7.87848,1624
182631,Star Realms: Colony Wars,7.8487,6635
182694,Watson & Holmes,7.33858,2379
182874,Grand Austria Hotel,7.87875,14539
183006,Qwinto,7.03157,2790
183251,Karuba,7.19964,9365
183394,Viticulture Essential Edition,8.06003,34119
183562,Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set,7.8005,2917
183571,Deep Space D-6,7.25108,2884
183840,Oh My Goods!,7.00306,10335
183880,Risk: Star Wars Edition,7.01856,3861
184151,Legend of the Five Rings: The Card Game,7.44535,2376
184267,On Mars,8.25962,7690
184921,Bunny Kingdom,7.46137,8844
185343,Anachrony,8.11379,13157
185589,Islebound,7.18147,3256
186659,Tiny Epic Galaxies: Deluxe Edition,7.72811,1281
186751,Mythic Battles: Pantheon,8.43352,2744
187273,The Dresden Files Cooperative Card Game,7.06002,1635
187377,Vikings Gone Wild,7.18005,3279
187617,Nemo's War (Second Edition),7.92977,3948
187645,Star Wars: Rebellion,8.42432,25270
187653,Covert,7.12614,1457
187700,GKR: Heavy Hitters,7.67992,1306
188547,Maximum Apocalypse,7.59617,1686
188834,Secret Hitler,7.55019,20454
188866,Awkward Guests,7.69826,4753
188920,This War of Mine: The Board Game,7.81487,9726
189660,XenoShyft: Dreadmire,7.26854,1162
189932,Tyrants of the Underdark,7.90965,5768
190082,Whitehall Mystery,7.58324,2775
191051,Outlive,7.3526,3858
191189,Aeon's End,8.01761,13526
191231,Via Nebula,7.0501,4059
191300,Archaeology: The New Expedition,7.14895,3139
191597,Dale of Merchants 2,7.33634,1868
191862,Imhotep,7.18261,12909
191876,Ulm,7.05,2938
191963,Thunder & Lightning,7.21478,1120
191972,Dynasties: Heirate & Herrsche,7.21755,1079
191977,The Castles of Burgundy: The Card Game,7.00733,6121
192074,Odin's Ravens (Second Edition),7.05092,3025
192135,Too Many Bones,8.43605,7655
192153,Pandemic: Reign of Cthulhu,7.40668,8560
192291,Sushi Go Party!,7.4473,25396
192457,Cry Havoc,7.1786,6178
192458,51st State: Master Set,7.64191,5614
192802,Days of Ire: Budapest 1956,7.36685,1054
192836,The Colonists,7.61598,3682
192945,Coal Baron: The Great Card Game,7.10178,1489
193037,Dead of Winter: The Long Night,7.62396,8475
193042,Junk Art,7.40765,5970
193214,Meeple Circus,7.09512,4616
193558,The Oracle of Delphi,7.29556,4469
193737,Star Trek Panic,7.01558,1709
193738,Great Western Trail,8.29585,32599
193927,Vanuatu (Second Edition),7.54147,1017
193949,Star Trek: Ascendancy,7.8102,2818
194517,Super Fantasy Brawl,7.79882,1149
194594,Dice Forge,7.27235,16720
194607,Mystic Vale,7.28742,9771
194655,Santorini,7.44436,31088
194879,Not Alone,7.00908,8760
195137,Catacombs (Third Edition),7.55754,2452
195162,Plague Inc.: The Board Game,7.4656,2766
195314,Herbaceous,7.0908,4084
195421,Near and Far,7.7743,8244
195503,City of Iron: Second Edition,7.25279,1112
195539,The Godfather: Corleone's Empire,7.54646,6283
195560,Wasteland Express Delivery Service,7.40753,2970
195571,Legendary Encounters: A Firefly Deck Building Game,7.14344,1801
196202,Rum & Bones: Second Tide,7.67857,1363
196326,Love Letter Premium,7.46227,4775
196340,Yokohama,7.84597,9746
196526,Coffee Roaster,7.49806,2097
197070,Massive Darkness,7.21028,4245
197097,Four Against Darkness,7.52799,1176
197376,Charterstone,7.32391,12642
197405,Tak,7.62701,2271
197443,Fugitive,7.21457,4351
197572,Warhammer Quest: Silver Tower,7.48781,1149
198138,Enchanters,7.13959,1116
198190,Kepler-3042,7.33833,1101
198454,When I Dream,7.04834,4465
198487,Smash Up: Cease and Desist,7.48337,1210
198740,Lovecraft Letter,7.23243,3356
198773,Codenames: Pictures,7.24046,18446
198830,"Heroes of Land, Air & Sea",7.67015,2447
198928,Pandemic: Iberia,7.9113,8823
198953,Pax Renaissance,8.03208,2024
198994,Hero Realms,7.57847,13690
199042,Harry Potter: Hogwarts Battle,7.43411,13787
199383,Calimala,7.19647,1857
199478,Flamme Rouge,7.53624,13686
199561,Sagrada,7.51672,29813
199792,Everdell,8.09234,27925
199793,Dokmus,7.05714,1071
199966,Kingsburg (Second Edition),7.46233,2217
200057,Pioneer Days,7.29525,1734
200077,Mint Works,7.0056,5460
200147,Kanagawa,7.08344,7596
200454,Planetarium,7.0213,1148
200680,Agricola (Revised Edition),8.00629,11432
200853,Habitats,7.34433,1295
200890,Pixie Queen,7.17214,1003
200954,Fields of Green,7.16387,3401
201808,Clank!: A Deck-Building Adventure,7.81612,31517
201825,Ex Libris,7.18849,5500
201921,Tiny Epic Quest,7.02823,6483
202077,Deep Madness,7.91476,1624
202408,Adrenaline,7.04295,5862
202426,Sidereal Confluence,7.82571,2907
202583,Rise of Tribes,7.22498,2520
202670,Ticket to Ride: Rails & Sails,7.42773,3331
202977,Cytosis: A Cell Biology Board Game,7.06402,1702
203416,Exit: The Game – The Pharaoh's Tomb,7.21511,5746
203417,Exit: The Game – The Secret Lab,7.11149,6079
203420,Exit: The Game – The Abandoned Cabin,7.50152,9614
203427,Fabled Fruit,7.01842,5348
203993,Lorenzo il Magnifico,7.88129,10595
204184,Risk: Europe,7.44166,1231
204305,Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,7.71481,4638
204472,Sub Terra,7.37263,3445
204505,Museum,7.23688,2036
204516,878 Vikings: Invasions of England,7.53767,2795
204583,Kingdomino,7.35135,36379
204836,Escape Room: The Game,7.01847,3549
205046,Capital Lux,7.03909,1927
205059,Mansions of Madness: Second Edition,8.02713,28155
205317,DOOM: The Board Game,7.46077,1728
205359,Star Wars: Destiny,7.50199,4827
205398,Citadels,7.30356,9076
205418,Agricola: Family Edition,7.12153,2318
205507,Key to the City: London,7.01097,1180
205597,Jump Drive,7.03084,3532
205637,Arkham Horror: The Card Game,8.16597,32494
205716,New Angeles,7.11616,2708
205896,Rising Sun,7.842,17338
206051,Insider,7.09867,3051
206084,Nautilion,7.25169,1290
206327,The King's Guild,7.16519,1177
206480,Imperial Struggle,8.33017,1466
206718,Ethnos,7.47729,10771
206803,Warsaw: City of Ruins,7.33966,1773
206915,Tempel des Schreckens,7.10479,1656
206931,Encore!,7.00953,3749
206940,Carcassonne: Amazonas,7.07557,1728
206941,First Class: All Aboard the Orient Express!,7.45292,5123
207207,Glüx,7.11126,1309
207243,The City of Kings,7.69021,2210
207691,Railroad Revolution,7.36332,2571
207830,5-Minute Dungeon,7.00142,7458
208024,The Reckoners,7.74339,1599
209001,Monster Lands,7.27026,1189
209010,Mechs vs. Minions,8.02707,14997
209418,Dominion (Second Edition),7.89851,5449
209685,Century: Spice Road,7.35479,20189
209778,Magic Maze,7.02121,17078
210296,DinoGenics,7.69427,1873
211716,John Company,7.46147,1138
212281,Village Attacks,7.51137,1039
212402,The Grimm Forest,7.12606,4865
212445,Blood Bowl (2016 Edition),8.05076,2367
212516,Keyper,7.32817,1801
213266,Circle the Wagons,7.17082,2451
213460,Unlock!: Escape Adventures,7.41256,5274
213893,Yamataï,7.21884,5803
213984,Notre Dame: 10th Anniversary,7.58301,1843
214000,In the Year of the Dragon: 10th Anniversary,7.60183,1529
214029,SpaceCorp: 2025-2300AD,7.68391,1923
214396,Campy Creatures,7.08832,1805
214880,City of the Big Shoulders,7.85845,2078
214887,CO₂: Second Chance,7.61698,2526
215311,Downforce,7.34177,9452
215312,Stop Thief!,7.01873,1505
215341,Thunderstone Quest,7.86815,3478
216070,Hunt for the Ring,7.15694,1279
216091,Unlock!: Escape Adventures – The Formula,7.04135,2642
216092,Unlock!: Escape Adventures – Squeek & Sausage,7.1839,2770
216132,Clans of Caledonia,7.98854,16575
216201,Robo Rally,7.05104,2537
216428,Seikatsu,7.15164,1347
216459,The Lost Expedition,7.07457,5524
216597,Flatline,7.1613,1306
216600,Fantastic Factories,7.49649,2794
216632,Tournament at Camelot,7.21534,1281
216734,Dice Throne: Season One,7.60102,4282
217372,The Quest for El Dorado,7.62258,15062
217398,Path of Light and Shadow,7.45598,1151
217780,Gentes,7.46381,2699
217861,Paper Tales,7.0639,3862
218074,Detective: City of Angels,7.96953,1480
218121,Dice Hospital,7.18575,4186
218208,Ticket to Ride: First Journey (Europe),7.03739,1132
218293,Rise to Nobility,7.01271,1804
218333,Rhino Hero: Super Battle,7.27567,3962
218417,Aeon's End: War Eternal,8.38619,3973
218421,Street Masters,8.16434,1132
218479,Cerebria: The Inside World,7.81114,1939
218509,Empires of the Void II,7.52176,2048
218603,Photosynthesis,7.09563,18591
218804,Imaginarium,7.19031,1532
218920,Valletta,7.00389,1390
219100,UBOOT: The Board Game,7.70754,1716
219215,Werewords,7.15123,3901
219513,Bärenpark,7.35316,13718
220308,Gaia Project,8.47909,18791
220517,The Shipwreck Arcana,7.48956,2473
220520,Caverna: Cave vs Cave,7.16875,5557
220632,Monster Slaughter,7.32781,1332
220792,The Expanse Board Game,7.20174,1442
220877,Rajas of the Ganges,7.72185,10248
221107,Pandemic Legacy: Season 2,8.11266,13473
221194,Dinosaur Island,7.68763,12931
221318,Whistle Stop,7.12781,3102
221769,Bios: Megafauna (Second Edition),7.69199,1011
221965,The Fox in the Forest,7.21076,10654
222509,Lords of Hellas,7.79546,6084
222514,Batman: Gotham City Chronicles,7.71762,2273
222542,Otys,7.0066,2058
223040,Fantasy Realms,7.53945,7333
223215,Flip Ships,7.04962,1790
223321,Detective: A Modern Crime Board Game,7.82806,8182
223750,Hardback,7.24458,2683
223770,Startups,7.13622,2053
223855,Sentient,7.2415,2204
223953,Kitchen Rush,7.3373,3140
224037,Codenames: Duet,7.53917,16359
224517,Brass: Birmingham,8.66562,24849
224597,Warhammer Underworlds: Shadespire,7.72169,2654
224710,Zombicide: Green Horde,7.75917,3265
224783,Vindication,7.83565,5192
224821,One Deck Dungeon: Forest of Shadows,7.19097,2320
225167,Human Punishment: Social Deduction 2.0,7.80878,1437
225244,Ticket to Ride: Germany,7.62798,1236
225694,Decrypto,7.79035,14103
226320,My Little Scythe,7.33912,4370
226501,Dragonfire,7.23807,2224
226518,Exit: The Game – The Sunken Treasure,7.09786,2682
226520,Exit: The Game – The Sinister Mansion,7.40963,1909
226522,Exit: The Game – Dead Man on the Orient Express,7.67165,3636
226634,The Thing: Infection at Outpost 31,7.28268,1231
227224,The Red Cathedral,7.90754,3398
227456,Escape the Dark Castle,7.54167,2552
227460,Hannibal & Hamilcar,8.35723,1313
227515,Riverboat,7.47895,2117
227789,Heaven & Ale,7.56941,7046
228328,Rurik: Dawn of Kiev,7.83138,1510
228341,Pulsar 2849,7.71558,6815
228411,Iron Curtain,7.16163,1046
228504,Cat Lady,7.07594,4156
228660,Betrayal at Baldur's Gate,7.13229,3071
228855,Set a Watch,7.31494,2116
228867,Unlock!: Mystery Adventures,7.40259,2850
229218,A Game of Thrones: Catan – Brotherhood of the Watch,7.16252,1222
229220,Santa Maria,7.52254,5700
229265,Wendake,7.53087,1885
229491,Edge of Darkness,7.55002,1469
229853,Teotihuacan: City of Gods,7.92967,14969
229892,Container: 10th Anniversary Jumbo Edition!,7.69777,1660
230085,Agra,7.34732,2118
230244,Black Angel,7.36182,3583
230253,Star Realms: Frontiers,7.99571,3214
230303,Unlock!: Mystery Adventures – The House on the Hill,7.04452,1902
230305,Unlock!: Mystery Adventures – The Tonipal's Treasure,7.04262,1727
230791,Time of Legends: Joan of Arc,8.14369,1062
230802,Azul,7.80254,61527
230914,Carcassonne Big Box 6,8.15176,2712
230933,Merlin,7.12408,3116
231218,Black Sonata,7.52908,1868
231484,Carnival of Monsters,7.28784,1783
231567,Now Boarding,7.09317,1041
231581,AuZtralia,7.38854,3573
231733,Obsession,8.29464,2735
232043,Queendomino,7.23935,8877
232219,Dragon Castle,7.17112,6335
232361,After The Virus,7.21379,1275
232405,Western Legends,7.63512,7865
232414,Oceans,7.62561,3972
232595,Skulk Hollow,7.44614,1256
232832,Century: Golem Edition,7.69226,8225
233078,Twilight Imperium: Fourth Edition,8.67916,15736
233247,Civilization: A New Dawn,7.28652,4963
233262,Tidal Blades: Heroes of the Reef,7.74042,1592
233312,Stuffed Fables,7.53393,5295
233371,Clank! In! Space!: A Deck-Building Adventure,7.84553,10583
233398,Endeavor: Age of Sail,7.98146,7112
233571,Star Wars: Legion,8.02244,1324
233867,Welcome To...,7.59964,21071
233961,Claim,7.00225,3035
234277,Nusfjord,7.65381,4840
234477,Battle for Rokugan,7.47168,2738
234487,Altiplano,7.52059,7614
234669,Legacy of Dragonholt,7.26299,2569
234671,Pandemic: Rising Tide,7.60616,2310
235014,Sorcerer City,7.54932,1116
235488,Istanbul: The Dice Game,7.18215,3642
235802,Too Many Bones: Undertow,8.74965,2045
235817,Space Explorers,7.04773,1187
236191,London (Second Edition),7.59053,5211
236217,Timebomb,7.17788,1179
236457,Architects of the West Kingdom,7.80905,20238
237182,Root,8.09812,30738
237211,Valhalla,7.31097,1214
238393,Monolith Arena,7.6005,1025
238546,The Rise of Queensdale,7.51506,1037
238638,Castell,7.4967,1584
238656,Tiny Epic Defenders (Second Edition),7.18687,1299
238992,Call to Adventure,7.18993,4149
239188,Chronicles of Crime,7.73738,16733
239307,Unlock!: Secret Adventures,7.63987,2022
239464,Palm Island,7.1994,4185
239472,Abomination: The Heir of Frankenstein,7.50755,1942
239942,Black Rose Wars,8.08974,2099
240196,Betrayal Legacy,7.76612,3710
240567,Chocolate Factory,7.18316,1321
240855,Lockup: A Roll Player Tale,7.36505,1406
241266,Little Town,7.2747,2510
241451,Aeon's End: Legacy,8.1665,3410
241477,Karak,7.40733,1067
241724,Villagers,7.27502,5071
242302,Space Base,7.59249,10830
242529,Medium,7.00093,1275
242574,Century: Eastern Wonders,7.19589,6119
242639,Treasure Island,7.29821,4521
242684,Reavers of Midgard,7.47511,2090
242804,Lowlands,7.43926,2351
243430,Dealt!,7.09078,1159
243759,Hellboy: The Board Game,7.9265,1486
244049,Forum Trajanum,7.28878,2310
244114,Yellow & Yangtze,7.88189,1676
244115,Shards of Infinity,7.53743,3003
244191,Naga Raja,7.21675,1853
244228,Reef,7.07429,7594
244271,Dice Throne: Season Two – Battle Chest,8.14977,2787
244331,Blue Lagoon,7.18428,3458
244513,ICECOOL2,7.24793,1177
244521,The Quacks of Quedlinburg,7.84165,28655
244522,That's Pretty Clever!,7.62505,17062
244536,Tiny Epic Zombies,7.00511,4217
244608,Menara,7.45933,2522
244654,Wildlands,7.30039,2731
244711,Newton,7.60378,5061
244918,Exit: The Game – The Mysterious Museum,7.20074,1892
245352,Unlock!: Secret Adventures – A Noside Story,7.08617,1131
245354,Unlock!: Secret Adventures – The Adventurers of Oz,7.4478,1271
245422,Werewords Deluxe Edition,7.57693,1272
245487,Orchard: A 9 card solitaire game,7.46805,1894
245638,Coimbra,7.67206,9586
245643,Luxor,7.20128,3525
245654,Railroad Ink: Deep Blue Edition,7.24733,8641
245655,The King's Dilemma,7.92779,2881
245931,Neta-Tanka: Deluxe Edition,7.22987,1313
245934,Carpe Diem,7.56794,5594
245961,Fleet: The Dice Game,7.74186,2182
246192,Gizmos,7.43078,8568
246200,Piepmatz,7.14051,1738
246663,NEOM,7.36156,1619
246684,Smartphone Inc.,7.708,3378
246761,Cahoots,7.18249,1718
246784,Cryptid,7.50192,9057
246900,Eclipse: Second Dawn for the Galaxy,8.67526,4996
247236,Duelosaur Island,7.16193,2864
247367,"Air, Land & Sea",7.54675,3210
247763,Underwater Cities,8.10382,12467
248005,Ganymede,7.26167,1183
248065,Zombicide: Invader,7.90597,1838
248125,Monumental,7.74196,1031
248158,Thanos Rising: Avengers Infinity War,7.17291,2092
248490,Atlantis Rising (Second Edition),7.77558,2309
248562,Mage Knight: Ultimate Edition,8.94937,3877
248861,Metro X,7.19916,1159
248900,Ceylon,7.04243,1036
249259,War Chest,7.95128,5347
249381,The Estates,7.47664,2940
249703,Gentes: Deluxified Edition,7.76838,1419
249746,Nanty Narking,7.60592,1095
249763,Claim 2,7.05079,1116
250458,Gùgōng,7.50565,6929
251219,Istanbul: Big Box,8.07422,2120
251247,Barrage,8.22651,9161
251412,On Tour,7.03031,3219
251658,Sprawlopolis,7.45004,6110
251678,Railroad Ink: Blazing Red Edition,7.17903,4855
252153,Tang Garden,7.53778,2722
252328,Star Wars: X-Wing (Second Edition),8.23292,2066
252446,Key Flow,7.4127,1132
252526,Pictomania (Second Edition),7.60556,1265
252556,Bosk,7.00248,1373
253214,Escape Tales: The Awakening,7.16647,2159
253344,Cthulhu: Death May Die,8.1479,5654
253499,A War of Whispers,7.44916,1955
253608,18Chesapeake,7.86804,1059
253635,Ragusa,7.02022,1410
253684,Spring Meadow,7.11114,1349
254018,Solenia,7.09352,2153
254192,Harry Potter: Hogwarts Battle – Defence Against the Dark Arts,7.25207,1426
254226,Unlock!: Exotic Adventures,7.40783,1448
254386,Raccoon Tycoon,7.38654,2600
254591,Heroes of Terrinoth,7.34751,1905
254640,Just One,7.61389,15129
254713,The Artemis Project,7.31487,1547
255262,Agricola: All Creatures Big and Small – The Big Box,7.76643,1041
255615,GoodCritters,7.06952,1028
255664,The Binding of Isaac: Four Souls,7.16903,1706
255668,Trickerion: Collector's Edition,8.85098,1354
255674,Imhotep: The Duel,7.13186,2019
255675,Exit: The Game – The Catacombs of Horror,7.41778,1345
255692,New Frontiers,7.52847,2735
255924,Snowdonia: Deluxe Master Set,8.16327,1414
255984,Sleeping Gods,8.51042,2496
256226,Azul: Stained Glass of Sintra,7.38697,10086
256320,Fertility,7.19526,1212
256382,Disney Villainous,7.05319,12613
256570,Crown of Emara,7.46539,2764
256589,Rallyman: GT,7.32144,2582
256606,Spirits of the Wild,7.36742,1856
256730,Pipeline,7.69123,3611
256788,Detective Club,7.40563,2143
256916,Concordia Venus,8.35187,3139
256952,Zombie Kidz Evolution,7.81839,2756
256960,Pax Pamir: Second Edition,8.35655,6383
256999,Project: ELITE,8.09693,1291
257499,Arkham Horror (Third Edition),7.76332,6142
257501,KeyForge: Call of the Archons,7.2256,10033
257518,Claustrophobia 1643,8.08251,1256
257769,Walking in Burano,7.18117,1940
258036,Between Two Castles of Mad King Ludwig,7.30634,4654
258210,Blitzkrieg!: World War Two in 20 Minutes,7.69137,2606
258444,Gingerbread House,7.02839,1945
259081,Machi Koro: Legacy,7.05334,1594
259374,Belratti,7.19366,1185
260180,Project L,7.5596,2131
260428,Pandemic: Fall of Rome,7.69312,4472
260605,Camel Up (Second Edition),7.64763,5436
260678,Stone Age: Anniversary,8.00253,1693
261114,Men at Work,7.31461,2262
262211,Cloudspire,8.26495,2025
262215,Blackout: Hong Kong,7.48414,4466
262543,Wavelength,7.45004,5975
262712,Res Arcana,7.742,13578
263918,Cartographers,7.71675,15948
264052,Circadians: First Light,7.68918,1725
264055,Draftosaurus,7.15931,7425
264198,Warhammer Quest: Blackstone Fortress,7.93521,1138
264220,Tainted Grail: The Fall of Avalon,8.27228,7837
264241,Mandala,7.66264,3413
264647,Age of Civilization,7.12816,1377
264982,Coloma,7.40749,1539
265188,Glen More II: Chronicles,7.99998,4862
265402,In the Hall of the Mountain King,7.78187,2781
265736,Tiny Towns,7.32242,12769
266121,Unlock!: Heroic Adventures,7.72672,2371
266164,Babylonia,7.71737,1402
266192,Wingspan,8.09896,54404
266219,Tiny Epic Zombies: Deluxe Edition,7.22225,1028
266507,Clank!: Legacy – Acquisitions Incorporated,8.69604,4722
266524,PARKS,7.81135,11907
266810,Paladins of the West Kingdom,8.0328,10849
266830,Q.E.,7.46773,2567
267127,Aerion,7.47172,1239
267319,Roam,7.42414,2236
267367,Suburbia: Collector's Edition,8.14521,2409
267813,Adventure Games: The Dungeon,7.0538,1865
268586,6 nimmt! 25 Jahre,7.46248,1058
268864,Undaunted: Normandy,7.84431,6069
269144,Hadara,7.47335,4660
269207,The Taverns of Tiefenthal,7.61641,8395
269210,Twice as Clever!,7.4954,6027
269385,The Lord of the Rings: Journeys in Middle-Earth,8.01336,10989
269511,Cooper Island,7.67485,2731
269595,Copenhagen,7.15811,2317
269603,Minecraft: Builders & Biomes,7.06195,1517
269752,Noctiluca,7.17145,1276
269968,Exit: The Game – The Haunted Roller Coaster,7.20665,1172
270109,Iwari,7.24351,1280
270314,Ohanami,7.3618,2085
270633,Aeon's End: The New Age,8.67759,1725
270673,Silver & Gold,7.31064,5151
270844,Imperial Settlers: Empires of the North,7.5679,4990
270970,Century: A New World,7.43464,3501
270971,Era: Medieval Age,7.24898,2629
271055,Dwellings of Eldervale,8.32647,2972
271088,Ishtar: Gardens of Babylon,7.10403,2125
271319,Las Vegas Royale,7.46161,1135
271320,The Castles of Burgundy,8.49373,4876
271324,It's a Wonderful World,7.82287,9500
271518,Disney Villainous: Wicked to the Core,7.65428,2780
271869,Sushi Roll,7.12414,2751
271896,Star Wars: Outer Rim,7.70023,7131
272380,SHŌBU,7.61101,1078
272427,Terramara,7.37138,1163
272453,KeyForge: Age of Ascension,7.34887,1998
272533,Kingdom Rush: Rift in Time,7.63796,1390
272682,Expedition to Newdale,7.5086,1233
272738,Jaws,7.24567,3911
272739,Clinic: Deluxe Edition,7.75543,1530
273330,Bloodborne: The Board Game,7.99815,1722
273477,Obscurio,7.23009,2293
274364,Watergate,7.92358,6644
274637,"Unmatched: Battle of Legends, Volume One",7.94522,4228
274638,Unmatched: Robin Hood vs. Bigfoot,8.13702,1788
274841,Cóatl,7.20388,1344
274960,Point Salad,7.28678,11243
275467,Letter Jam,7.28131,3062
